Datum;BIEL-BENKEN - Niederschlag (mm oder Liter/m2);AESCH-BL - Niederschlag (mm oder Liter/m2);WALLBACH - Niederschlag (mm oder Liter/m2);FRICK - Niederschlag (mm oder Liter/m2);OBERFLACHS - Niederschlag (mm oder Liter/m2);GRAENICHEN - Niederschlag (mm oder Liter/m2);SEENGEN - Niederschlag (mm oder Liter/m2);BIRMENSTORF - Niederschlag (mm oder Liter/m2);LEUGGERN - Niederschlag (mm oder Liter/m2);TEGERFELDEN - Niederschlag (mm oder Liter/m2);ENDINGEN - Niederschlag (mm oder Liter/m2);KUENTEN - Niederschlag (mm oder Liter/m2);STEINMAUR - Niederschlag (mm oder Liter/m2);WIL-SG - Niederschlag (mm oder Liter/m2);WIL-ZH - Niederschlag (mm oder Liter/m2);HALLAU - Niederschlag (mm oder Liter/m2);UHWIESEN - Niederschlag (mm oder Liter/m2);LINDAU - Niederschlag (mm oder Liter/m2);LIEBENSBERG - Niederschlag (mm oder Liter/m2);UESSLINGEN - Niederschlag (mm oder Liter/m2);MAMMERN - Niederschlag (mm oder Liter/m2);DETTIGHOFEN - Niederschlag (mm oder Liter/m2);THUNDORF - Niederschlag (mm oder Liter/m2);WEINFELDEN - Niederschlag (mm oder Liter/m2)
27.02.2014;1.2;1.2;4.6;2.2;2.2;2.2;1.8;3;6.4;5.2;5.4;3.4;9.2;15.2;9;16.8;21;12.6;19.4;14;20.6;20.6;0;16
28.02.2014;0.6;1.2;1;0.8;1.2;2.2;0.6;1.2;1.8;0.8;0.6;0.2;0.2;0.6;1;1;0.6;0.8;0.8;0.6;1.4;1.4;0;0.4
01.03.2014;0;0;0;0.2;0.6;1.6;1;1;0.8;1.3;1.8;2.8;4.8;3.8;3;2;2.2;4.6;3.4;1.4;2.4;2.4;0;3.8
02.03.2014;0;0;0;0;0;0;0;0;0;0.1;0.2;0.2;0.2;2.3;0;0;1.2;1.4;1.4;1;1.8;1.8;0;3
03.03.2014;0.8;2;3.2;1.4;0;0.6;0.6;1.2;1.2;2.2;1.4;1.4;4;0;4;3.6;1.8;0.8;0.4;0.6;0.2;0.2;0;0
04.03.2014;0.6;0.6;1.6;1.4;1;2.8;3.4;1.8;2.6;2.9;1.6;4.4;2.6;6.9;2;5;3;8.2;6.8;3;0;0;0;4
05.03.2014;0;0;0.2;0;0;0.2;1.2;0;0;0.1;1.6;2;0.4;0.3;0;0;1;0.4;0;0.2;0.2;0.2;0;1
06.03.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0
07.03.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.03.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.03.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.03.2014;0;0.4;0.2;0;0.4;0;0;0.4;0.4;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0
11.03.2014;0;0;0;0;0;0.2;0.2;0;0;0;0;0.2;0;0;0;0;0;0;0;0;1;1;0;0
12.03.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.03.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.03.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.03.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.03.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.03.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.03.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.03.2014;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.03.2014;8.4;8.8;30.8;12.4;7;17.2;14.4;20.4;12.2;11.9;5;13.8;15.6;9.2;14;13;11.6;13.4;7.6;4.4;5.8;5.8;7;5
23.03.2014;0;0;1;2.2;3.8;9;8.2;4.8;2.2;3.7;3.6;12.4;7;20.4;6;3.2;4.4;12.8;13;11;17.8;17.8;13.4;20.8
24.03.2014;0.8;1;0;0;0.4;4.8;3.6;0.8;0.2;0.1;0.2;2.8;1.8;2.8;4;4.6;6.6;6;3.4;9.6;3.2;3.2;3.4;4.4
25.03.2014;0;0;0.2;0;0;35.2;0;0;0;0;0;0;0;2.6;0;0.6;7.2;0.8;10.6;3.6;3.6;3.6;14.8;10.2
26.03.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.03.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.03.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.03.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.03.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.03.2014;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0
01.04.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.04.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.04.2014;0;1;9.2;0.8;0;1.8;3;5;5;5.8;0.8;0.8;1.8;16.2;0;0.8;0.2;6.6;0.2;0;0;0;0.4;7
06.04.2014;0;0;6.4;0.4;0;0.4;0.4;0.2;0;0.2;0.2;1.4;2;0.1;2;0.8;2.8;5;0.2;1.2;2.5;1.8;4.1;1
07.04.2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.04.2014;5.2;8;10.4;7.8;9;12.4;11.6;25.6;1.6;8.5;5.6;16.4;19.2;16.1;9;7.4;6.8;16.8;1.6;8.8;15.1;11.6;11.1;11.4
09.04.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.04.2014;0;0;0;0;0;0;0;0;6.4;0.4;6.6;0;0;0;0;0;0;0;0;0;0;0;0;0
11.04.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.04.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0.4;0;3.2;0;0.5;0.4
13.04.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.04.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.04.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.04.2014;2.6;5.8;4;2.6;3.4;4.6;5.6;5.4;5.4;3.6;3.6;7.6;8.2;10.3;4;4.2;6;13.4;12.6;6.2;12.3;0;12;9.8
19.04.2014;0.2;0.4;0.2;0.2;0;0.6;0.2;0.2;0.2;0.4;0.4;0;0.2;1.3;0;1.6;0.4;0.6;0.4;0.2;1.1;0;0.5;1.6
20.04.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2014;1.6;1;2;0.6;0;0.4;0.4;0.2;0;0.1;0;1;0.6;0;0;0.4;0.2;1.4;0.2;0.4;0;0.6;1.3;0
22.04.2014;0.2;0;0;0;0.2;0.2;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2014;0.2;0;7;1.2;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.04.2014;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.04.2014;0.2;3.8;13;0;0.2;4.8;4.2;0.6;2.8;2.5;2;0;3.6;1.1;15;22.8;9.2;13.8;0;6;1.9;4.4;1.4;3.6
26.04.2014;8.2;12.8;25.6;21.6;3.8;27.4;35.8;24.6;2.2;21.2;8.4;24.8;13;2.9;9;15.2;2;2.2;0.2;3.2;7.6;4.8;8.7;3.4
27.04.2014;3.8;5.4;11.8;10.4;0.6;2.4;13;16.2;0;10.4;8.8;18.2;13.8;12.8;9;23;16;14.6;0;5.6;9.6;8.6;6.8;9.8
28.04.2014;9.6;18.6;26;15.6;2.2;7.6;14.8;15;12.2;13.1;10;16;13.4;10.5;13;14;19.8;15.2;0;6.8;10;8.6;9.6;10
29.04.2014;0.4;0.2;1.6;0.4;0;0.2;0;0.6;0;0.6;0.2;1.2;1;1.2;3;1;3.8;1;0;2.4;3.4;3.2;1.7;4.8
30.04.2014;9.4;8;20;16;3;10.8;8;20.6;0;20.2;18.8;18.8;23.2;17.8;32;22.6;26.8;28.8;0.4;12;19.1;18.4;14.7;19.8
01.05.2014;3.4;3;13.4;1.6;15.8;1;7.8;1.2;6;0.3;0.6;0.8;0.2;1.3;0;0;0;3.8;0.2;0.4;0;0.6;1.6;1
02.05.2014;1.4;1.6;19;8.6;13.8;11.6;8.4;7.6;9;11.2;7.4;9.2;6.4;16;7;13.4;4.6;7.8;0;3;10.8;12.8;9.8;15
03.05.2014;7.8;12;6.2;5.4;7.4;9.2;15;9;3.6;5.5;5.2;14.8;4.8;2.2;3;3.8;3.4;3.2;0;0.8;0.5;0.2;1.4;1.8
04.05.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0
05.05.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.05.2014;0;0;0.8;0.2;0.8;0.2;0;0.6;0.6;0.3;0.8;0.8;1.4;0;0;0;0;1.2;0;0;0;0;0;0
07.05.2014;7.2;7.2;11.2;9.8;9.4;15;16.4;10.6;11;7.1;7.6;12.6;15.2;11.5;5;8.6;4.8;17;2.6;3.4;8.3;6.8;4.1;5.2
08.05.2014;0.4;0.2;2;1;1;1.2;0.4;1.8;1.4;1.1;2;1.8;1;0.4;0;1;0.8;1.2;0.8;2.4;0.4;1;0.4;1.2
09.05.2014;5;2.4;6;3.6;4.2;3.2;1.6;5;11.6;6;4.2;2;3.2;4;6;3.8;1.2;4.2;1;0;0.3;0.2;0.4;0.4
10.05.2014;0;0;0.2;0;1.6;1.4;1.2;1.8;0.8;1;1.2;1.2;1.6;1;1;0;0.6;0.6;1.2;0;0.5;0.4;1;0.2
11.05.2014;10.6;6.8;9;10;9.8;4.2;4.4;9.6;12.2;8.1;3.8;10.6;11.8;9;5;1.8;2.2;9;12.8;2.6;2.9;4;8.7;8.8
12.05.2014;1.4;3.6;2.2;4.8;3.2;3.6;0.2;5;8.2;3.1;3;1;5.2;0.2;2;5;1.8;0.8;1;0.6;2.6;1.6;0.4;0.6
13.05.2014;4.4;5.4;15;10.4;10.6;7.4;5;11.8;4.8;2.8;2.8;6.8;4;11.3;6;12.8;6.6;9;10.4;6.4;16;16.2;14.4;11.2
14.05.2014;4.2;5.4;1;4.8;11;8.8;6.4;9;7;14.9;6.8;14;12.6;8.6;10;9.8;7.4;17;15.2;4.4;6.5;4.2;6.2;10
15.05.2014;8.4;5.6;0.4;0.4;0.6;1.2;3.8;1;0.8;1.3;2.8;7.8;7.4;7.4;3;3.2;2.2;3.8;6;4;3.6;2.4;7.3;9.2
16.05.2014;0;0;0;0;0.2;0;0;0.6;0;0;0;0;0.2;0.5;0;0;0;0.4;0.2;0.4;0.4;0.8;0.8;0.4
17.05.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.05.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.05.2014;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0.8;0;0;0;0;0;0;0;0;0;0
20.05.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.05.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.05.2014;2;2.2;1;0.4;2.4;3.6;4.2;3;4;2.3;1.2;1.6;1;1.1;0;0.4;0.4;1.4;0.8;0.4;0.4;0.2;0.5;0.8
23.05.2014;15.2;14.6;12;11.6;14.8;16.2;12.4;9;11.2;7.6;6.2;15.8;16;12;17;14.6;19.4;28.4;20.2;10.2;14.2;10.8;10.2;12.2
24.05.2014;0.6;1.6;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0
25.05.2014;4.6;5.4;0;0.4;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0
26.05.2014;2.2;2.4;6.2;0.2;0.2;0.4;0;0;0;0;0;0;0;0;1;3.2;4.4;0;0;0;0.1;0;0;0
27.05.2014;0;0;0.8;0;0;2.4;1.4;0;2.4;0.7;0.2;3;0;4.4;2;1.2;0.6;0.4;5.2;2.2;5.5;3;10.7;7.4
28.05.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0
29.05.2014;0;0;0.2;0;1.4;0;0;0.6;0.4;0;0;0;0;0;0;0;1.8;0;0;0;0.2;4.4;0;0.4
30.05.2014;0;0;5;1.2;0;4.4;2.8;0.6;1.4;0;0;11.4;6;1.9;2;0.2;4.6;2;6.4;0.4;0.4;0.2;6.2;2
31.05.2014;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0
01.06.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2014;0;0;0;0.4;0.4;0.4;0.4;0;0;0;0;0.2;0;0;0;4.6;1.2;0;1;0.9;1;1.6;0.1;0
03.06.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2014;5.6;9.8;7.4;10;6.2;5.8;4.8;6.8;10;6.4;3;6;6.6;5.7;5;5.6;5.8;7.4;5.8;3.9;4.8;3.4;3.2;3.8
05.06.2014;0;0;0.2;0.8;0.6;1.4;1.8;0.4;0;0.1;0.2;1;0.4;0.4;0;0;0;0;0.4;0.3;0.2;0.2;0.1;0.4
06.06.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.06.2014;1;0;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.06.2014;0;0.4;9.2;0;0;0.4;1.6;0;0;0;0;0;0;3.3;0;0;0.4;1;15.6;7.8;8.1;4.8;9.1;2.6
11.06.2014;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0.1;0;0;0;0;0;0;0.1;0.2;0;0
12.06.2014;0;0;0;0;9.4;3.6;5;0.4;0.6;3.9;1.2;1;1.2;0.7;13;0;0;1.6;8.2;20.1;0;0.8;1;2.2
13.06.2014;0;0;0;0;0;0;0;0;0.6;0.2;0.2;0.4;0.2;0.7;3;8.2;1.6;2.4;31.6;19.8;3.4;15.6;8.6;5.2
14.06.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.06.2014;0.2;2;0;0;0.2;2.2;0.2;0;0;0.2;0;1.2;0;0;0;0.2;0;0;0;0;0;0;0;0
19.06.2014;0;0;0;0;0;0;0;0;0.2;0.5;0;0.2;0;0;2;2.4;5.2;0;0;0;0.4;1.8;0;0.6
20.06.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0.2;0;0.2;0.2;0.2;0
21.06.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.06.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.06.2014;3.4;5.4;3.8;11.4;17.4;18;29.4;15;14.6;13.2;10;14.4;10;5.1;18;11;10;6.4;5.8;4.2;8.6;6;5.8;4.8
24.06.2014;8.8;10.8;14.6;9.2;0.2;20;14.8;16.2;17;10.6;9.2;25.6;9.2;19.9;9;12.8;11.8;31.2;17;16.2;19;18.2;17;18.4
25.06.2014;0;0;0;0;1.8;0;0;0.2;0;0;0.2;1.8;0.2;4;0;2;0;0;0;0.6;0.4;0.6;1.4;0
26.06.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.06.2014;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0.9;0.8;0.2;0.3;1
28.06.2014;17.8;14.6;15.6;13;13.4;5.8;8;7.2;23.6;21.6;16.2;12.6;16.2;8.4;19;23.4;19;20.4;14.8;16.2;19.2;4.8;17.5;20.2
29.06.2014;1.2;4.2;6.6;5.6;14.2;19.2;16;13.4;5.4;4.1;7.8;16.4;7.8;34.7;6;4.2;5;56.2;27.2;11.7;11.4;0;23.9;26.2
30.06.2014;0;0;4;1.8;0.4;0.2;2.4;1.4;0.6;0.2;0.2;4.6;0.2;5.7;1;5;2;6.4;1.6;0.3;1.1;0;0.4;2.2
01.07.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.07.2014;4;10.2;8.2;10.6;13.6;15.6;15.4;18.8;10.4;8.3;7.4;16.6;7.4;10.1;9;8.4;13.6;15.8;10.6;7.2;8.8;8.6;11.6;13.4
03.07.2014;0;0;0.2;0;0;0.2;0;0;0;0.1;0.2;0;0.2;0;0;0;0.2;0;0;0.3;0;0;0;0.2
04.07.2014;16;23;30;29.4;9.4;9.2;8.4;20.8;17.6;15.8;4.8;30.4;4.8;0;8;13.8;3.4;1.8;0.4;3.3;1;0;0;0
05.07.2014;0.4;1.8;4.4;3.2;1.6;2;1.4;1.6;5;4.6;3.6;0.6;3.6;0.9;5;1.4;2.4;1.6;5.4;1.5;3.1;0.3;5.1;3
06.07.2014;15;6.2;15;8.8;10.8;5.6;2;9.4;15.2;8.8;4.2;6;4.2;0.7;8;18.4;8.8;1.8;0.2;1.2;0;0.2;0;2.4
07.07.2014;4.6;8.4;8.6;19.4;19.8;12.6;13;1.4;7.6;9.7;10.2;36;1;1.2;15;27.6;9.8;3;3.2;3.6;1.2;5;0.7;0.6
08.07.2014;7.4;12.8;6;5.8;7.6;24;28.2;3.6;10.6;6.3;2.8;12;8.2;12.7;21;9.8;8.8;14.4;17.4;11.4;14.2;10.3;8.7;9.6
09.07.2014;3.4;5.8;9;6.4;8.4;19;15;6.6;5;3.2;1.8;14.4;6.6;4.7;8;2.8;3.8;11.4;4.6;4.2;6;1.1;3.6;6.2
10.07.2014;4.4;15.4;16.2;9.8;11.6;7;3.4;11.8;8.2;5.2;5.2;13.8;7;8.8;10;12.8;7.8;14.2;7;5.1;4.7;0.5;4.4;6.6
11.07.2014;5.6;5.8;7.6;3.6;2.6;2.6;51.8;5.4;28.8;12.3;5.4;7.8;40.2;3.1;25;0.8;12.2;13.2;9.6;19.8;19.1;5.3;12.6;5
12.07.2014;0.2;0.2;2;2;1.4;0.2;0.2;0.6;0;0.2;0.6;4.4;5.2;21.2;6;1;0.2;14.6;101;24.9;13.3;1.3;37.8;19
13.07.2014;0.4;12.4;2;8.6;5.4;6.2;7.8;0.4;3.6;3.2;2.4;21.4;4;19.6;1;0.2;0;44.4;11;17.7;1.7;3.5;13.6;10.6
14.07.2014;9.8;23.2;4;2.4;2.4;4.6;1.6;0.2;1.4;0.7;0.8;1.4;0.4;8.3;2;3;2.6;0.2;0;0;0;0;0;0.2
15.07.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.07.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.07.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.07.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.07.2014;20.4;26;37.6;24.6;26.2;11.8;18;3.2;24;28.6;12.4;17.4;21.4;7.6;15;26.8;8.4;7.4;10.4;10.5;8.7;8.6;10.4;8.8
21.07.2014;8.2;12.6;13;16.6;15.8;17;19.6;1;16.6;10.1;6.8;17.8;9.4;23;8;14.6;11.6;24.2;30.4;47.1;39.3;27.8;45.7;29.6
22.07.2014;11;21.6;9.6;13.4;24.4;48.6;45.2;1;22.2;25.4;21.4;51;28.4;62.5;45;26;36.4;48.8;37.2;41.7;46.3;55.6;46;48
23.07.2014;0;0;0;0;0.2;0;0;0.2;0.2;0.1;0;0;0.2;0;0;0;2;0;0.2;0;0;12.8;0.1;0
24.07.2014;1.8;0;0;0;0;1;0.2;0;0;0;0;0;0;0.3;6;0.4;0.4;0;4.4;0;0;0.4;2.1;0
25.07.2014;0;0;0.4;0;0;0;0;0;0;0;0;0;0;4.2;0;0;0.2;0;0;0;0;0;0;0
26.07.2014;1;1.8;2.6;5;4.8;2.8;4.2;0;9.4;8.8;6;8.4;13.6;34.1;31;24;0;32.2;19.4;29.4;21.5;16.4;20.8;24.2
27.07.2014;0;0;0.2;0;0.2;1.6;0;0;0;1.4;0;0.2;0.2;7.1;0;0.4;0.2;0.8;1.4;1.5;2.4;0;2.9;12.2
28.07.2014;23.6;25.4;10.6;6;11.4;10.2;15.2;0;5;4;2.4;7.2;4.6;5.4;12;15.6;0;24.6;13.2;19.2;4.2;3.4;5;2
29.07.2014;2.4;5.4;8;6;5.4;5.6;4.8;0;8.2;7.4;3.2;5.6;7.6;2.9;5;4.8;0.2;7;2.8;2.7;2.2;2;2.6;2.2
30.07.2014;6;11.2;10.6;8.8;6.6;2.2;8.2;0;9.6;7.2;4;7.2;3.8;16.4;8;9.2;0.2;4.4;22.8;32.4;13.4;17.2;14.7;26.4
31.07.2014;0;0;0;0;0.2;0.2;0;0;0;0;0;0;0;0.2;0;0;0.2;0;0;0.3;0;0;0;0
01.08.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0
02.08.2014;1;1.4;23.6;17.2;2;2.8;12.2;0;6.8;5.4;1.4;8.6;11.4;4;11;1.2;0;11.8;7;6.3;1.6;2.8;3.7;19.2
03.08.2014;2.6;9.8;5.2;6;6.6;9.6;6.4;0;4.4;2.4;1.8;5.2;5.4;8.6;2;1.2;0;5.4;1.4;1.2;0.2;0.4;0.4;3.2
04.08.2014;0.2;0;0.6;0.2;0.2;1.4;0;0;0.2;0.1;0.2;0.2;0;0.6;0;0.2;0.2;0.6;0;0;0;0;0;0.2
05.08.2014;0.2;0.2;0.4;0;0.4;0.4;0;0;0;0;0;0;0;0;0;3.8;0;0;0;0;0;0;0;0
06.08.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.08.2014;1;4.6;13.4;1.2;1.4;0.2;0;0;2.2;0.8;0.2;0;0.4;10.8;1;4.4;0.2;0;0.2;0;0.2;0.6;0.1;0.8
08.08.2014;0.8;0.2;0;0;0;0;0.2;0;0;0.1;0.2;0.2;0;0;0;0.2;0;0;0;0;0;0;0;0
09.08.2014;4.4;10;15;6;10.6;12.2;16.2;0;11.2;10.3;6.8;12.6;6.6;0.3;5;8;0;8.4;6.6;1.5;1.6;2.4;2.5;0.6
10.08.2014;7.4;18.2;18.6;15.2;8;8.8;15.8;0;15.8;11.1;5.8;12;10;33;13;17.6;0.2;20.8;15.6;11.7;10.4;14.2;9;12.4
11.08.2014;3.8;3.6;3.4;5.4;1.8;6.4;12;0;2.4;1.9;0.6;12.8;7.8;23.5;10;4;0.6;28.8;19.6;13.5;13.8;2.6;27.1;19.2
12.08.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0
13.08.2014;4.6;6.6;11;5;1;0.8;0.8;0;2.4;1.3;1;0.8;1;6.2;0;4.2;0.6;5.8;4.6;3.3;3.7;4;5.2;6
14.08.2014;3.4;3.2;4.8;9;3.8;0.6;0.2;0;3.4;1.9;1.8;2;4.6;0;4;2.8;7.8;1;2.4;0.9;1.4;0;1.1;0.6
15.08.2014;6.4;10.8;11.8;10.2;22.8;13.4;20.6;0;13;19.4;10.2;13.6;15.8;11;29;3.6;7;16.8;14.6;10.2;24.3;8.8;10.2;9
16.08.2014;0.4;0;2.8;0.6;0;5.6;5.4;0;1;0.1;0;2.6;8;4.6;2;3.4;12.6;4.6;17.2;31.5;5.9;3.4;12.7;2.6
17.08.2014;0;0;0.2;0.2;0.2;0;0;0;0;0.1;0;0.2;0;0;0;0.2;11;0;0;0.3;0;0;0;0.2
18.08.2014;0;0;0;0;0;0.6;0;0;0;0;0;0;0.4;0;1;0;0.6;0;0.2;0.3;0;0;1.1;0
19.08.2014;0.8;1.2;0.4;0.6;0;2;2.4;0;0.2;0.4;0.2;3;0.6;3;0;0.2;0;2.4;3.8;3;0.8;5;5.8;6
20.08.2014;0;0;0;0;0;0.8;0.8;0;0;0;0.2;0.4;0;0;0;0;0;0;0;0;0;0;0;0
21.08.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.08.2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.08.2014;0.8;1.6;2.4;2.6;3.2;0.8;0.4;0;1;0.4;0.2;2.2;1.2;1.3;0;0.2;0.4;2.2;5.2;6;1.7;6.2;3.5;3
24.08.2014;0.8;1.4;2.4;4.2;3.4;6.8;5.8;0;1.4;1.4;1.6;5;5.4;3.3;2;1.4;1.6;5.6;2.6;2.7;2.9;1.2;2.7;1.8
25.08.2014;0.4;1;0.4;0.4;0.8;0.8;0.6;0;2;1.6;2;1;1;0.1;1;1.2;1;0.6;0.4;0.9;0.9;0.6;0.2;0.4
26.08.2014;3.2;9.2;14.6;11.2;12;11.6;16.8;0;11.6;7.8;6.6;13.8;12.6;13.7;8;8.2;4.8;17.6;8.4;6.9;6.1;5.8;8.3;9.4
27.08.2014;0.6;2.6;1.4;0.4;1;1;0.6;0;1.4;1;0.6;6.4;1.4;2.1;4;2.4;0.2;3.6;1.8;0.6;6.1;0.6;2.9;1.6
